"dbn","school_name","school_type","enrollment","survey_pp_RI","survey_pp_CT","survey_pp_SE","survey_pp_ES","survey_pp_SF","survey_pp_TR","QR_1_1","QR_1_2","QR_2_2","QR_3_4","QR_4_2","QR_1_4","QR_1_3","QR_3_1","QR_4_1","QR_5_1","Dates_of_Review","rating_ela_grade_8_pct_rs","rating_mth_grade_8_pct_rs","gender_female_pct","gender_male_pct","ELL","IEP","cap_sc_pct"
"31R028","The Eagle Academy for Young Men of Staten Island","High School","73","0.78","0.91","0.73","No Data","No Data","0.84","Proficient","Developing","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2017-02-01T00:00:00.000","2.32","2.09","0","1","0.082","0.452","0.11"
"31R047","CSI High School for International Studies","High School","487","0.87","0.85","0.78","0.89","0.91","0.89","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-04-21T00:00:00.000","3.47","3.42","0.585","0.415","0.002","0.154","0.008"
"31R064","Gaynor McCown Expeditionary Learning School","High School","420","0.69","0.86","0.7","0.94","0.88","0.91","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2018-05-01T00:00:00.000","3.03","2.81","0.564","0.436","0.014","0.298","0.069"
"31R080","The Michael J. Petrides School","High School","470","0.78","0.87","0.68","0.91","0.95","0.9","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2016-05-24T00:00:00.000","3.09","2.96","0.464","0.536","0.004","0.285","0.028"
"31R440","New Dorp High School","High School","3,106","0.78","0.84","0.75","0.9","0.86","0.92","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","2018-05-01T00:00:00.000","3","2.83","0.485","0.515","0.048","0.23","0.059"
"31R445","Port Richmond High School","High School","1,564","0.82","0.92","0.77","0.94","0.88","0.94","Proficient","Developing","Developing","Proficient","Developing","Proficient","Developing","Proficient","Proficient","Developing","2018-04-01T00:00:00.000","2.74","2.5","0.484","0.516","0.099","0.295","0.088"
"31R450","Curtis High School","High School","2,475","0.76","0.81","0.68","0.82","0.83","0.89","Proficient","Developing","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","2018-03-01T00:00:00.000","2.88","2.66","0.571","0.429","0.085","0.183","0.014"
"31R455","Tottenville High School","High School","3,694","0.72","0.76","0.68","0.79","0.84","0.81","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","2018-03-01T00:00:00.000","3.2","3.21","0.512","0.488","0.017","0.209","0.045"
"31R460","Susan E. Wagner High School","High School","3,434","0.75","0.65","0.69","0.6","0.8","0.74","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2018-04-01T00:00:00.000","3.19","3.05","0.5","0.5","0.031","0.22","0.072"
"31R600","Ralph R. McKee Career and Technical Education High","High School","830","0.73","0.79","0.63","0.82","0.89","0.83","Proficient","Developing","Developing","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","2.68","2.48","0.217","0.783","0.052","0.333","0.088"
"31R605","Staten Island Technical High School","High School","1,335","0.87","0.87","0.85","0.88","0.83","0.92","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-01-22T00:00:00.000","4.09","4.31","0.439","0.561","0","0.014","0"
"32K168","The Brooklyn School for Math and Research","High School","304","0.63","0.76","0.63","0.81","0.86","0.83","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Proficient","2019-04-01T00:00:00.000","2.77","2.86","0.434","0.566","0.105","0.207","0"
"32K403","Academy for Excellence in Leadership","High School","289","0.75","0.81","0.71","0.8","0.88","0.88","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.35","2.15","0.464","0.536","0.512","0.163","0"
"32K545","EBC High School for Public Service - Bushwick","High School","461","0.7","0.79","0.71","0.8","0.77","0.84","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","2.52","2.25","0.49","0.51","0.158","0.245","0.002"
"32K549","The Brooklyn School for Social Justice","High School","333","0.69","0.79","0.65","0.77","0.94","0.86","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","Developing","Developing","2018-03-01T00:00:00.000","2.41","2.17","0.498","0.502","0.378","0.207","0"
"32K552","The Academy of Urban Planning and Engineering","High School","287","0.84","0.98","0.77","0.96","0.94","0.94","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-03-01T00:00:00.000","2.55","2.33","0.411","0.589","0.261","0.237","0.01"
"32K554","All City Leadership Secondary School","High School","253","0.93","0.97","0.93","0.99","0.98","0.98","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-04-21T00:00:00.000","3.5","3.67","0.534","0.466","0.036","0.17","0.071"
"32K556","Bushwick Leaders High School for Academic Excellen","High School","339","0.6","0.67","0.68","0.72","0.88","0.86","Proficient","Proficient","Developing","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2018-02-01T00:00:00.000","2.43","2.25","0.51","0.49","0.265","0.251","0.006"
"84K356","Achievement First Crown Heights Charter School","High School","427","No Data","No Data","No Data","0.97","0.97","0.99","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.24","3.55","0.539","0.461","0.005","0.15","0"
"84K358","Achievement First East New York Charter School","High School","400","0.81","0.9","0.72","0.89","0.96","0.92","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.51","3.9","0.535","0.465","0.013","0.07","0"
"84K359","The Uft Charter School","High School","194","0.79","0.71","0.75","0.64","0.95","0.85","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.53","2.31","0.49","0.51","0.113","0.113","0.01"
"84K473","Williamsburg Charter High School","High School","952","0.74","0.85","0.67","0.88","0.86","0.89","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.78","2.58","0.526","0.474","0.079","0.175","0.034"
"84K517","Leadership Prep Bedford Stuyvesant Uncommon Prep C","High School","370","0.82","0.87","0.73","0.78","0.95","0.88","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.13","3.51","0.514","0.486","0.022","0.111","0.005"
"84K608","Kings Collegiate Charter School","High School","315","0.83","0.83","0.58","0.85","0.93","0.91","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.18","3.64","0.444","0.556","0.01","0.102","0"
"84K626","Achievement First Brownsville Charter School","High School","376","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.33","3.57","0.566","0.434","0.016","0.085","0.003"
"84K652","Brooklyn Ascend Charter School","High School","396","0.69","0.72","0.63","0.8","0.94","0.85","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.82","2.87","0.419","0.581","0.018","0.149","0"
"84K712","Excellence Girls Charter School","High School","686","0.73","0.81","0.65","0.83","0.94","0.88","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.05","3.44","0.478","0.522","0.015","0.198","0.022"
"84K730","Summit Academy Charter School","High School","196","0.68","0.62","0.64","0.71","0.93","0.82","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.8","2.69","0.469","0.531","0.026","0.235","0.01"
"84K733","Math, Engineering, and Science Academy Charter Hig","High School","493","0.75","0.88","0.79","0.85","0.95","0.94","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.8","2.65","0.487","0.513","0.118","0.138","0.002"
"84K738","New Visions Charter High School for Advanced Math","High School","360","0.74","0.87","0.74","0.87","0.86","0.92","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.81","2.7","0.464","0.536","0.05","0.122","0"
"84K739","New Visions Charter High School for the Humanities","High School","193","0.67","0.59","0.61","0.76","0.83","0.83","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.83","2.58","0.554","0.446","0.041","0.197","0.005"
"84K744","Coney Island Preparatory Public Charter School","High School","336","0.76","0.61","0.71","0.71","0.92","0.87","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.03","3.15","0.446","0.554","0.024","0.235","0.006"
"84K757","Unity Prep Charter School","High School","284","0.76","0.8","0.73","0.87","0.94","0.9","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.82","2.55","0.444","0.556","0.021","0.187","0"
"84K775","Leadership Preparatory Ocean Hill Charter School","High School","487","0.75","0.73","0.64","0.83","0.91","0.85","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.18","3.62","0.487","0.513","0.008","0.111","0.002"
"84K803","Brooklyn LAB Charter School","High School","345","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.77","2.5","0.394","0.606","0.035","0.255","0.043"
"84K892","Brooklyn Emerging Leaders Academy","High School","186","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.95","2.64","1","0","0.022","0.172","0"
"84K911","Edmund W. Gordon Brooklyn Laboratory Charter Schoo","High School","86","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.77","2.53","0.442","0.558","0.035","0.244","0.023"
"84M065","Democracy Prep Endurance Charter School","High School","342","0.67","0.68","0.55","0.79","0.9","0.81","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.13","3.21","0.523","0.477","0.056","0.167","0.003"
"84M204","Capital Preparatory (CP) Harlem Charter School","High School","204","0.65","0.63","0.57","0.66","0.72","0.72","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.98","2.57","0.515","0.485","0.02","0.186","0"
"84M279","The Opportunity Charter School","High School","252","0.62","0.85","0.6","0.95","0.95","0.85","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.3","1.96","0.385","0.615","0.147","0.667","0.206"
"84M284","Harlem Children's Zone Promise Academy 1 Charter S","High School","246","0.66","0.68","0.63","0.72","0.86","0.83","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.99","3.19","0.524","0.476","0.008","0.114","0"
"84M335","Harlem Village Academy East Charter School","High School","148","0.77","0.89","0.65","0.91","0.94","0.92","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.99","3.01","0.493","0.507","0","0.223","0"
"84M336","KIPP Infinity Charter School","High School","989","No Data","No Data","No Data","0.96","0.93","0.97","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.32","3.56","0.518","0.482","0.015","0.179","0.005"
"84M341","Harlem Children's Zone Promise Academy II Charter","High School","207","0.69","0.69","0.64","0.79","0.89","0.87","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.16","3.43","0.541","0.459","0.005","0.135","0"
"84M350","Democracy Prep Charter School","High School","354","0.74","0.77","0.64","0.79","0.9","0.81","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.13","3.53","0.455","0.545","0.051","0.138","0"
"84M351","Success Academy Charter School - Harlem 1","High School","441","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.87","4.16","0.578","0.422","0","0.066","0.002"
"84M353","New Heights Academy Charter School","High School","393","0.81","0.88","0.79","0.89","0.97","0.93","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.99","2.68","0.511","0.489","0.099","0.135","0.003"
"84M382","DREAM Charter School","High School","319","No Data","No Data","No Data","0.93","0.89","0.93","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.71","2.56","0.505","0.495","0.025","0.26","0"
"84M385","Success Academy Charter School - Harlem 3","High School","335","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.81","4.11","0.546","0.454","0","0.072","0"
"84M433","Renaissance Charter High School for Innovation","High School","401","0.73","0.82","0.69","0.81","0.85","0.84","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.57","2.26","0.499","0.501","0.072","0.347","0.025"
"84M478","Inwood Academy for Leadership Charter School","High School","495","0.72","0.76","0.72","0.85","0.94","0.92","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.77","2.77","0.432","0.568","0.123","0.226","0.004"
"84M481","Democracy Prep Harlem Charter School","High School","353","0.64","0.73","0.58","0.81","0.9","0.84","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.94","3.05","0.484","0.516","0.065","0.238","0.074"
"84M518","East Harlem Scholars Academy Charter School","High School","117","0.67","0.7","0.66","0.76","0.92","0.85","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.54","2.14","0.538","0.462","0.009","0.385","0.077"
"84M522","Broome Street Academy Charter School","High School","336","0.67","0.52","0.57","0.53","0.85","0.77","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.66","2.49","0.503","0.497","0.065","0.292","0.006"
"84M708","Harlem Prep Charter School","High School","346","0.72","0.83","0.62","0.86","0.9","0.86","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.02","3.13","0.514","0.486","0.032","0.176","0.003"
"84M709","Harlem Village Academy West Charter School","High School","170","0.77","0.89","0.65","0.91","0.94","0.92","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.88","3.01","0.518","0.482","0.018","0.2","0.006"
"84Q320","New Visions Charter High School for Advanced Math","High School","488","0.71","0.74","0.67","0.74","0.92","0.83","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.76","2.52","0.471","0.529","0.039","0.154","0"
"84Q373","New Visions Charter High School for the Humanities","High School","265","0.67","0.78","0.67","0.79","0.89","0.86","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.73","2.46","0.475","0.525","0.008","0.204","0.004"
"84Q705","Renaissance Charter School","High School","221","0.78","0.84","0.74","0.87","0.95","0.88","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.15","3.21","0.475","0.525","0.032","0.14","0"
"84R067","John W. Lavelle Preparatory Charter School","High School","200","0.74","0.87","0.65","0.93","0.91","0.89","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.75","2.59","0.475","0.525","0","0.37","0"
"84R070","Lois and Richard Nicotra Early College Charter Sch","High School","103","0.76","0.81","0.71","0.84","0.89","0.91","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.85","2.5","0.524","0.476","0.01","0.291","0.039"
"84X185","Bronx Lighthouse Charter School","High School","240","0.69","0.8","0.63","0.9","0.9","0.83","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3","2.68","0.5","0.5","0.042","0.2","0"
"84X202","New Visions Charter High School for Advanced Math","High School","542","0.73","0.85","0.68","0.88","0.87","0.87","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.89","2.73","0.513","0.487","0.07","0.164","0.002"
"84X208","New Visions Charter High School for the Humanities","High School","475","0.68","0.79","0.6","0.9","0.96","0.9","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.6","2.37","0.539","0.461","0.137","0.183","0.023"
"84X345","Hyde Leadership Charter School","High School","271","0.75","0.81","0.69","0.84","0.96","0.89","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.89","3.09","0.513","0.487","0.055","0.199","0.004"
"84X347","International Leadership Charter High School","High School","366","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.83","2.62","0.545","0.455","0.09","0.158","0.016"
"84X393","University Prep Charter High School","High School","447","0.76","0.91","0.77","0.94","0.88","0.93","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.02","2.94","0.573","0.427","0.051","0.141","0.004"
"84X395","NYC Charter High School for Architecture, Engineer","High School","450","0.74","0.82","0.75","0.9","0.97","0.91","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.64","2.51","0.338","0.662","0.06","0.184","0"
"84X429","Charter High School for Law and Social Justice","High School","469","0.61","0.84","0.65","0.93","0.9","0.87","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.74","2.43","0.539","0.461","0.151","0.134","0.002"
"84X461","Metropolitan Lighthouse Charter School","High School","149","0.71","0.8","0.66","0.81","0.92","0.86","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.84","2.58","0.55","0.45","0.047","0.148","0"
"84X471","American Dream Charter School","High School","252","0.8","0.84","0.79","0.86","0.95","0.92","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.79","2.64","0.46","0.54","0.107","0.171","0"
"84X482","Dr. Richard Izquierdo Health and Science Charter S","High School","460","0.73","0.71","0.68","0.73","0.85","0.82","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.86","2.85","0.52","0.48","0.087","0.185","0.004"
"84X488","The Equality Charter School","High School","369","0.7","0.72","0.66","0.83","0.91","0.86","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.83","2.62","0.537","0.463","0.065","0.266","0.005"
"84X539","New Visions Charter High School for Advanced Math","High School","508","0.78","0.81","0.77","0.88","0.9","0.91","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.88","2.75","0.461","0.539","0.045","0.114","0.004"
"84X553","New Visions Charter High School for the Humanities","High School","570","0.77","0.86","0.73","0.93","0.94","0.94","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.67","2.44","0.447","0.553","0.053","0.158","0.021"
"84X581","South Bronx Community Charter School","High School","326","0.83","0.86","0.83","0.83","0.9","0.9","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.82","2.62","0.561","0.439","0.067","0.221","0.003"
"84X597","Urban Assembly Charter School for Computer Science","High School","224","0.87","0.93","0.88","0.95","0.97","0.98","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.81","2.85","0.397","0.603","0.071","0.232","0.009"
"84X611","AECI II: NYC Charter High School for Computer Engi","High School","108","0.77","0.82","0.75","0.87","0.92","0.94","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.73","2.54","0.343","0.657","0.111","0.213","0.046"
"84X703","Bronx Preparatory Charter School","High School","393","0.78","0.83","0.66","0.86","0.85","0.85","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.03","3.09","0.545","0.455","0.066","0.13","0.023"
"84X704","KIPP Academy Charter School","High School","267","No Data","No Data","No Data","0.96","0.93","0.97","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","3.27","3.26","0.442","0.558","0.019","0.146","0.007"
